policyId,Gender,policyHolderAge,hasCanadianDrivingLicense,territory,hasAutoInsurance,hadVehicleClaimInPast,homeInsurancePremium,saleChannel,isOwner,rentedVehicle,hasMortgage,nbWeeksInsured,vehicleStatus
344246,Male,18,1,45,1,No,850,152,0,1,NA,28,New vehicle
344253,Male,53,1,8,0,Yes,945,26,1,1,1,4,Old vehicle
344256,Male,18,1,38,1,No,1035,152,0,0,NA,12,New vehicle
344259,Female,30,1,7,1,No,929,152,0,1,NA,25,New vehicle
344267,Female,27,1,42,1,No,950,152,0,1,NA,31,New vehicle
344293,Female,18,1,18,1,No,890,160,0,0,NA,15,New vehicle
344310,Female,20,1,51,0,Yes,908,152,1,1,0,0,New vehicle
344324,Female,27,1,47,1,No,785,152,0,1,NA,33,New vehicle
344328,Male,19,1,36,0,Yes,1426,152,1,0,1,23,New vehicle
344333,Female,36,1,25,0,No,824,124,0,0,NA,20,Recent vehicle
344342,Female,20,1,40,1,No,901,152,0,1,NA,26,New vehicle
344377,Male,55,1,25,1,No,814,13,0,0,NA,5,Recent vehicle
344381,Female,21,1,47,0,No,88,152,1,0,1,9,New vehicle
344387,Male,27,1,17,1,No,1034,152,0,1,NA,20,New vehicle
344396,Male,74,1,25,0,Yes,1977,163,1,0,1,42,Recent vehicle
344404,Male,60,1,45,0,Yes,1326,26,0,1,NA,29,Recent vehicle
344407,Female,26,1,7,1,No,88,160,0,1,NA,31,New vehicle
344410,Female,23,1,7,0,Yes,1485,154,0,1,NA,42,New vehicle
344433,Female,60,1,25,0,Yes,1619,155,0,1,NA,40,Old vehicle
344465,Male,57,1,25,0,Yes,1542,124,0,0,NA,34,Recent vehicle
344469,Male,35,1,25,0,Yes,1078,124,0,1,NA,14,Recent vehicle
344482,Male,43,1,5,0,Yes,88,26,0,1,NA,6,Recent vehicle
344483,Female,42,1,50,0,Yes,88,129,1,0,1,17,Old vehicle
344486,Male,39,1,45,0,Yes,1417,7,1,0,1,4,Recent vehicle
344510,Female,79,1,20,0,Yes,1509,26,0,0,NA,11,Recent vehicle
344511,Male,39,1,5,0,Yes,88,154,0,0,NA,36,Recent vehicle
344514,Female,21,1,21,0,No,88,152,0,1,NA,2,New vehicle
344517,Male,35,1,25,0,Yes,944,124,0,0,NA,11,New vehicle
344520,Male,24,1,25,0,Yes,762,154,0,0,NA,44,New vehicle
344535,Male,52,1,34,1,No,1469,26,0,1,NA,26,Recent vehicle
344543,Male,22,1,29,0,No,1226,152,0,0,NA,22,New vehicle
344557,Female,23,1,32,1,No,904,152,0,1,NA,24,New vehicle
344564,Male,18,1,17,1,No,890,160,0,0,NA,39,New vehicle
344575,Female,23,1,29,1,No,1726,160,1,1,1,29,New vehicle
344598,Male,49,1,45,0,Yes,867,29,1,1,1,26,Recent vehicle
344613,Male,42,1,12,0,Yes,88,156,0,0,NA,38,Recent vehicle
344615,Female,67,1,25,1,No,1024,122,0,1,NA,17,Recent vehicle
344621,Male,29,1,17,1,No,1096,152,0,1,NA,23,New vehicle
344623,Female,27,1,24,1,No,817,152,0,0,NA,14,New vehicle
344632,Male,40,1,24,0,Yes,1458,152,0,1,NA,3,Recent vehicle
344641,Female,59,1,44,0,Yes,1142,26,0,0,NA,27,Recent vehicle
344645,Male,21,1,21,0,Yes,942,152,1,1,1,26,New vehicle
344650,Male,21,1,43,1,No,1027,152,0,1,NA,11,New vehicle
344666,Male,43,1,33,1,No,88,124,1,1,1,6,Recent vehicle
344680,Male,39,1,24,1,No,1344,152,0,1,NA,19,Recent vehicle
344686,Male,48,1,25,1,No,1584,122,0,1,NA,34,Recent vehicle
344687,Female,25,1,47,1,No,609,152,0,0,NA,10,New vehicle
344692,Female,66,1,45,0,Yes,1746,25,0,0,NA,39,Recent vehicle
344694,Female,18,1,4,1,No,781,152,0,0,NA,24,New vehicle
344699,Female,50,1,25,0,Yes,1302,26,0,1,NA,42,Recent vehicle
344711,Male,30,1,42,1,No,88,160,0,1,NA,36,New vehicle
344722,Female,28,1,25,0,Yes,1146,26,0,1,NA,14,New vehicle
344727,Female,24,1,41,0,Yes,978,156,0,1,NA,38,New vehicle
344739,Male,38,1,20,0,Yes,88,124,1,1,1,43,Recent vehicle
344741,Female,46,1,7,0,Yes,1104,124,1,0,1,11,Recent vehicle
344750,Female,46,1,16,1,No,1076,19,0,0,NA,21,Recent vehicle
344761,Female,27,1,14,1,No,88,152,0,0,NA,40,New vehicle
344771,Male,43,1,12,0,Yes,983,12,0,0,NA,6,Old vehicle
344774,Male,51,1,45,0,Yes,1317,124,1,1,0,7,Recent vehicle
344776,Male,24,1,17,0,Yes,1029,152,0,0,NA,43,New vehicle
344778,Male,20,1,50,1,No,777,152,1,1,1,1,New vehicle
344781,Male,23,1,38,0,No,940,152,0,0,NA,33,New vehicle
344796,Female,42,1,20,1,Yes,1120,156,1,0,1,22,Recent vehicle
344799,Male,21,1,26,0,Yes,801,152,0,0,NA,20,New vehicle
344810,Female,18,1,16,0,Yes,1182,152,0,0,NA,33,New vehicle
344817,Male,49,1,7,1,No,835,124,0,0,NA,31,Recent vehicle
344828,Male,29,1,23,1,No,764,152,0,0,NA,43,New vehicle
344830,Female,19,1,7,1,No,800,152,0,1,NA,12,New vehicle
344846,Female,23,1,25,1,No,1315,152,1,0,0,39,New vehicle
344868,Male,52,1,25,0,Yes,1233,124,0,0,NA,22,Recent vehicle
344885,Male,77,1,45,1,Yes,1496,26,0,0,NA,42,Recent vehicle
344901,Female,18,1,38,0,Yes,1168,160,0,0,NA,23,New vehicle
344908,Female,64,1,25,0,No,1008,26,0,0,NA,4,Recent vehicle
344909,Male,27,1,23,0,Yes,850,152,0,0,NA,26,New vehicle
344915,Male,62,1,45,0,Yes,1240,26,1,1,1,42,Recent vehicle
344917,Male,31,1,47,0,Yes,876,152,0,1,NA,38,New vehicle
344922,Male,43,1,25,0,Yes,88,124,1,1,0,9,Recent vehicle
344925,Female,27,1,12,1,No,1229,152,0,1,NA,19,New vehicle
344927,Male,45,1,25,0,Yes,1611,26,1,0,1,38,Recent vehicle
344937,Male,45,1,7,1,No,1105,124,1,0,1,31,Recent vehicle
344948,Female,71,1,12,1,No,626,124,0,1,NA,4,Recent vehicle
344959,Female,33,1,18,0,No,88,124,0,0,NA,8,Recent vehicle
344982,Female,19,1,14,0,No,1118,152,1,1,1,5,New vehicle
345019,Female,28,1,26,0,Yes,899,152,0,1,NA,12,New vehicle
345021,Male,35,1,21,0,No,88,152,1,0,1,11,New vehicle
345024,Female,39,1,25,0,Yes,1449,124,0,1,NA,37,Recent vehicle
345038,Female,40,1,28,0,Yes,824,124,0,1,NA,35,Recent vehicle
345041,Female,47,1,45,0,Yes,1081,124,0,0,NA,34,Recent vehicle
345048,Male,44,1,25,0,Yes,1582,26,1,1,1,25,Recent vehicle
345051,Female,51,1,12,0,Yes,1533,25,0,0,NA,19,Recent vehicle
345052,Female,51,1,25,0,No,88,122,1,1,1,9,Recent vehicle
345064,Female,20,1,25,1,No,1399,152,1,1,1,1,New vehicle
345069,Male,66,1,25,1,No,1191,124,0,0,NA,32,Recent vehicle
345091,Male,38,1,25,0,No,1505,122,1,0,1,13,Recent vehicle
345099,Male,46,1,12,0,Yes,88,26,0,1,NA,13,Recent vehicle
345100,Male,45,1,8,0,Yes,1090,26,1,0,0,31,Recent vehicle
345117,Male,60,1,4,1,No,1264,160,0,0,NA,19,Recent vehicle
345129,Male,69,1,22,0,Yes,88,124,0,1,NA,21,Recent vehicle
345137,Female,19,1,21,1,Yes,1071,152,0,0,NA,17,New vehicle
345146,Male,24,1,10,1,No,1235,152,0,0,NA,32,New vehicle
345147,Male,29,1,25,0,Yes,782,122,0,0,NA,22,Recent vehicle
345150,Female,19,1,6,1,No,1010,152,0,0,NA,13,New vehicle
345159,Male,37,1,25,1,No,1111,8,0,0,NA,30,Recent vehicle
345160,Female,49,1,7,0,Yes,899,124,1,0,1,8,Recent vehicle
345185,Female,18,1,39,1,No,978,152,0,0,NA,10,New vehicle
345186,Female,18,1,45,0,Yes,1632,160,0,1,NA,39,New vehicle
345188,Male,53,1,25,0,Yes,1800,26,1,0,1,26,Old vehicle
345191,Female,26,1,17,0,Yes,1037,152,0,0,NA,3,New vehicle
345207,Female,47,1,25,0,Yes,1617,26,0,1,NA,14,Recent vehicle
345208,Male,54,1,6,0,Yes,1218,152,0,1,NA,7,Recent vehicle
345213,Female,50,1,25,1,No,1007,26,1,1,1,42,Recent vehicle
345224,Female,18,1,38,1,No,1068,160,1,0,0,27,New vehicle
345241,Female,20,1,23,1,No,901,152,0,0,NA,23,New vehicle
345242,Male,21,1,45,1,No,786,160,0,0,NA,14,New vehicle
345254,Male,49,1,53,0,Yes,88,26,0,0,NA,39,Recent vehicle
345259,Male,31,1,43,0,Yes,1234,152,0,0,NA,39,New vehicle
345271,Male,27,1,24,1,No,1511,152,0,0,NA,14,New vehicle
345278,Male,42,1,25,0,Yes,1284,124,1,0,1,9,Old vehicle
345288,Male,18,1,23,1,No,924,160,1,0,1,35,New vehicle
345295,Female,18,1,23,1,No,1002,152,0,0,NA,21,New vehicle
345304,Female,29,1,25,0,Yes,1178,154,0,1,NA,4,Recent vehicle
345313,Female,21,1,3,1,No,88,152,0,1,NA,38,New vehicle
345332,Female,18,1,28,1,No,958,152,0,1,NA,8,New vehicle
345356,Female,51,1,25,0,Yes,1429,26,1,0,1,37,Recent vehicle
345359,Male,68,1,25,0,Yes,2259,163,0,1,NA,29,Recent vehicle
345361,Male,22,1,32,1,No,88,160,1,0,1,34,New vehicle
345367,Male,29,1,38,1,No,1560,152,0,1,NA,10,New vehicle
345370,Female,68,1,25,1,No,1624,55,0,0,NA,43,Recent vehicle
345382,Male,19,1,25,1,No,1397,152,1,0,1,19,New vehicle
345384,Male,40,1,50,1,No,88,124,1,1,1,44,Recent vehicle
345387,Male,26,1,25,0,Yes,1081,152,0,0,NA,41,New vehicle
345400,Male,42,1,25,0,Yes,88,124,0,0,NA,10,Recent vehicle
345412,Female,51,1,25,0,Yes,1528,26,0,1,NA,19,Recent vehicle
345419,Female,55,1,25,1,No,88,26,0,1,NA,21,Recent vehicle
345425,Female,54,1,25,1,No,1287,25,0,0,NA,19,Recent vehicle
345439,Female,26,1,3,1,No,1070,152,1,0,0,5,New vehicle
345448,Female,31,1,38,0,Yes,88,160,1,0,0,29,New vehicle
345449,Female,20,1,50,1,No,1181,160,0,0,NA,1,New vehicle
345468,Female,28,1,6,0,No,1282,16,0,0,NA,17,Recent vehicle
345469,Male,25,1,38,1,No,820,152,0,1,NA,40,New vehicle
345475,Male,26,1,24,1,No,900,152,0,1,NA,31,New vehicle
345491,Male,42,1,25,1,No,1229,26,1,0,1,7,Recent vehicle
345492,Male,18,1,3,0,Yes,1110,152,0,0,NA,10,New vehicle
345497,Female,60,1,12,0,Yes,683,4,0,1,NA,4,Recent vehicle
345509,Male,18,1,40,1,No,1119,152,0,0,NA,30,New vehicle
345512,Male,19,1,17,1,No,1178,160,1,0,1,25,New vehicle
345520,Male,37,1,20,0,Yes,966,124,1,0,1,5,New vehicle
345523,Female,63,1,7,1,No,810,11,0,0,NA,12,Recent vehicle
345528,Male,19,1,45,1,No,1398,152,0,0,NA,16,New vehicle
345533,Female,32,1,4,0,No,88,160,0,1,NA,31,New vehicle
345545,Female,19,1,43,1,No,1051,152,1,0,1,7,New vehicle
345546,Female,54,1,25,0,Yes,1257,26,1,0,1,27,Recent vehicle
345549,Male,43,1,40,0,Yes,1073,154,0,0,NA,12,Old vehicle
345558,Male,31,1,45,0,Yes,1367,124,0,0,NA,7,Recent vehicle
345559,Female,32,1,25,1,No,1260,152,1,0,1,40,New vehicle
345563,Male,52,1,24,1,No,1329,124,1,1,1,21,Recent vehicle
345568,Female,31,1,25,0,Yes,88,124,1,1,1,28,Recent vehicle
345569,Female,60,1,7,1,No,1341,124,1,1,1,7,Recent vehicle
345575,Female,24,1,25,0,Yes,88,156,0,0,NA,30,Recent vehicle
345582,Female,21,1,12,1,No,1100,152,0,1,NA,17,New vehicle
345595,Male,22,1,28,1,No,777,152,0,0,NA,43,New vehicle
345596,Male,71,1,24,0,Yes,1426,124,0,1,NA,1,Recent vehicle
345608,Male,68,1,20,0,Yes,1206,26,1,0,1,41,Recent vehicle
345610,Male,66,1,12,0,Yes,88,26,1,1,1,28,Recent vehicle
345612,Female,21,1,30,1,No,632,152,0,1,NA,5,New vehicle
345618,Male,43,1,17,0,Yes,1072,156,0,1,NA,34,Recent vehicle
345629,Female,26,1,23,1,No,914,152,0,1,NA,16,New vehicle
345648,Female,34,1,12,1,No,866,152,1,1,1,45,New vehicle
345654,Female,22,1,23,0,Yes,1256,124,0,0,NA,12,New vehicle
345666,Female,23,1,17,0,Yes,794,152,0,1,NA,27,New vehicle
345674,Female,20,1,10,1,No,606,152,1,0,1,7,New vehicle
345687,Female,26,1,18,1,No,644,152,0,1,NA,34,New vehicle
345694,Female,18,1,25,0,Yes,2024,152,1,1,1,16,New vehicle
345697,Male,18,1,14,0,Yes,1288,160,0,0,NA,18,New vehicle
345706,Male,69,1,25,0,Yes,1643,122,0,0,NA,21,Recent vehicle
345709,Male,59,1,20,0,Yes,1032,124,0,0,NA,15,Recent vehicle
345712,Female,27,1,47,1,No,846,152,0,0,NA,6,New vehicle
345715,Female,42,1,52,0,Yes,88,156,1,1,0,26,Old vehicle
345725,Female,26,1,24,1,No,1204,152,0,0,NA,41,New vehicle
345727,Male,18,1,6,1,No,1497,152,0,0,NA,8,New vehicle
345734,Male,25,1,17,0,Yes,1158,152,0,1,NA,32,New vehicle
345752,Female,70,1,6,0,Yes,863,26,0,1,NA,27,Recent vehicle
345754,Male,24,1,25,0,Yes,1558,152,0,0,NA,4,New vehicle
345761,Male,21,1,47,1,No,1194,152,0,0,NA,28,New vehicle
345768,Male,43,1,25,0,Yes,1015,155,1,1,1,5,Old vehicle
345771,Male,30,1,37,0,Yes,729,152,0,0,NA,33,Recent vehicle
345772,Male,55,1,25,1,No,1117,26,0,0,NA,12,Recent vehicle
345786,Female,19,1,3,0,No,1148,152,0,0,NA,28,New vehicle
345801,Female,48,1,25,0,Yes,1849,26,0,1,NA,30,Recent vehicle
345802,Female,23,1,20,1,No,1112,152,0,1,NA,28,New vehicle
345803,Male,49,1,25,0,Yes,1471,52,0,0,NA,37,Recent vehicle
345815,Female,28,1,25,1,No,1060,152,0,0,NA,28,New vehicle
345818,Male,56,1,40,0,Yes,1390,124,0,0,NA,36,Recent vehicle
345819,Female,42,1,35,0,Yes,88,124,0,0,NA,15,Recent vehicle
345828,Male,70,1,25,0,Yes,88,124,1,1,1,31,Recent vehicle
345834,Female,31,1,25,1,No,869,152,1,1,1,31,New vehicle
345839,Male,20,1,45,1,No,1193,152,1,0,1,25,New vehicle
345843,Female,25,1,6,0,Yes,1118,152,0,0,NA,16,New vehicle
345857,Male,21,1,25,0,Yes,88,160,1,1,1,45,New vehicle
345859,Male,49,1,25,1,Yes,1324,122,1,1,1,13,Recent vehicle
345871,Male,38,1,25,0,No,1255,26,0,1,NA,22,Recent vehicle
345872,Female,42,1,24,0,Yes,1186,122,0,1,NA,16,Old vehicle
345891,Female,25,1,6,1,No,965,152,1,0,1,4,New vehicle
345894,Male,29,1,8,1,No,1020,152,0,0,NA,30,New vehicle
345895,Male,52,1,25,0,No,979,26,1,1,1,37,Recent vehicle
345901,Female,27,1,25,1,Yes,1557,26,0,0,NA,21,New vehicle
345904,Male,20,1,18,1,No,1388,152,0,0,NA,24,New vehicle
345928,Female,34,1,25,1,No,795,124,1,0,1,40,Recent vehicle
345937,Female,40,1,19,1,No,1085,152,1,0,1,4,Recent vehicle
345939,Male,29,1,21,1,No,1002,26,1,0,1,16,New vehicle
345943,Female,68,1,25,0,Yes,1131,26,0,0,NA,24,Recent vehicle
345951,Male,19,1,41,0,Yes,805,26,0,1,NA,39,New vehicle
345993,Female,38,1,25,0,Yes,1799,122,1,1,1,28,Old vehicle
345995,Male,47,1,25,0,Yes,88,26,1,1,1,37,Recent vehicle
345996,Male,39,1,7,0,Yes,962,11,1,0,1,7,Recent vehicle
345998,Male,49,1,25,0,Yes,1085,124,0,0,NA,19,Recent vehicle
346006,Female,36,1,18,0,Yes,893,10,0,1,NA,28,Recent vehicle
346018,Female,26,1,25,0,Yes,1786,124,0,0,NA,26,New vehicle
346044,Female,24,1,17,1,No,1204,152,0,0,NA,1,New vehicle
346046,Male,26,1,25,1,No,2980,152,1,1,1,15,New vehicle
346077,Male,46,1,25,0,No,1099,26,0,0,NA,35,Recent vehicle
346097,Male,53,1,25,0,Yes,1139,25,1,0,0,23,Recent vehicle
346107,Male,19,1,3,0,Yes,1482,152,1,1,1,28,New vehicle
346109,Female,48,1,25,1,No,1298,25,0,0,NA,18,Recent vehicle
346113,Female,27,1,40,1,No,708,152,0,0,NA,16,New vehicle
346116,Male,57,1,25,0,Yes,1739,26,0,0,NA,7,Recent vehicle
346120,Female,19,1,23,0,No,808,160,0,1,NA,18,New vehicle
346126,Male,40,1,5,1,No,88,154,1,0,1,14,Recent vehicle
346138,Female,27,1,24,1,No,1209,152,1,0,1,10,New vehicle
346139,Female,26,1,7,1,No,831,152,0,0,NA,9,New vehicle
346145,Male,53,1,38,0,Yes,88,157,0,1,NA,21,Old vehicle
346154,Female,19,1,45,0,Yes,1514,160,0,0,NA,13,New vehicle
346156,Male,43,1,20,0,Yes,1142,124,0,0,NA,40,Recent vehicle
346167,Female,19,1,25,1,No,1286,160,0,0,NA,10,New vehicle
346176,Male,44,1,25,0,Yes,869,26,0,0,NA,37,Recent vehicle
346180,Female,28,1,38,0,No,1246,152,0,1,NA,33,New vehicle
346182,Male,41,1,25,1,No,872,125,0,0,NA,35,Recent vehicle
346183,Male,56,1,25,0,Yes,1381,26,1,0,1,27,Recent vehicle
346214,Male,72,1,41,1,No,853,21,1,0,1,23,Recent vehicle
346222,Female,36,1,18,1,No,1168,152,1,0,1,35,New vehicle
346226,Male,45,1,45,0,Yes,1190,26,0,1,NA,19,Recent vehicle
346228,Female,22,1,45,0,Yes,1526,152,0,0,NA,13,New vehicle
346237,Female,29,1,32,1,No,965,152,0,0,NA,7,New vehicle
346260,Female,20,1,45,1,No,706,152,0,1,NA,44,New vehicle
346264,Female,21,1,7,0,Yes,1502,124,1,0,1,11,Recent vehicle
346279,Male,44,1,45,0,Yes,1196,26,0,0,NA,33,Recent vehicle
346287,Male,49,1,49,0,Yes,1321,124,0,0,NA,1,Recent vehicle
346325,Female,25,1,4,0,Yes,838,152,1,1,1,40,New vehicle
346332,Male,24,1,40,0,Yes,1092,152,0,1,NA,38,New vehicle
346333,Female,31,1,26,1,No,1228,152,1,1,1,30,New vehicle
346338,Female,29,1,38,1,No,88,152,0,1,NA,23,New vehicle
346346,Female,42,1,25,0,Yes,1346,124,0,0,NA,11,Recent vehicle
346351,Female,41,1,5,0,Yes,88,26,0,1,NA,29,Recent vehicle
346360,Female,29,1,26,0,No,755,151,1,0,1,28,New vehicle
346365,Female,25,1,3,1,No,1070,152,1,0,1,36,New vehicle
346378,Male,32,1,42,1,No,88,152,0,0,NA,36,New vehicle
346390,Female,52,1,42,0,Yes,1004,124,0,1,NA,16,Recent vehicle
346393,Male,39,1,7,1,Yes,1264,124,0,0,NA,20,Recent vehicle
346394,Male,42,1,8,0,Yes,1105,124,0,0,NA,36,Recent vehicle
346398,Male,44,1,25,0,Yes,1526,26,0,0,NA,3,Recent vehicle
346399,Male,19,1,35,1,No,1164,152,0,0,NA,26,New vehicle
346403,Female,53,1,45,0,Yes,1350,124,0,0,NA,29,Recent vehicle
346431,Male,47,1,18,1,No,1611,26,0,1,NA,35,Recent vehicle
346442,Male,47,1,47,1,No,88,160,0,1,NA,0,Recent vehicle
346450,Female,19,1,16,1,No,1143,152,1,1,1,19,New vehicle
346462,Female,49,1,24,1,No,1147,26,0,0,NA,41,Recent vehicle
346480,Male,44,1,25,0,Yes,1464,124,0,0,NA,13,Old vehicle
346494,Male,71,1,25,0,Yes,1256,26,0,0,NA,32,Recent vehicle
346499,Female,28,1,45,1,No,1321,152,0,1,NA,22,New vehicle
346519,Male,42,1,25,0,Yes,1711,124,0,1,NA,11,Recent vehicle
346583,Male,54,1,3,0,Yes,1568,26,0,1,NA,15,Recent vehicle
346584,Male,41,1,8,0,Yes,88,156,0,1,NA,2,Recent vehicle
346590,Male,65,1,42,0,Yes,1123,26,0,0,NA,43,Recent vehicle
346610,Male,72,1,8,0,Yes,978,26,0,0,NA,34,Old vehicle
346611,Female,25,1,43,1,No,1049,152,0,1,NA,12,New vehicle
346615,Male,59,1,45,1,No,1639,26,0,1,NA,8,Recent vehicle
346617,Male,30,1,24,1,No,1029,152,0,0,NA,4,Recent vehicle
346623,Male,47,1,43,0,Yes,88,26,0,1,NA,9,Old vehicle
346634,Female,31,1,43,1,No,666,152,1,0,1,30,New vehicle
346641,Male,72,1,7,0,Yes,1098,40,0,0,NA,17,Old vehicle
346647,Male,54,1,46,0,Yes,2740,31,1,0,1,12,Recent vehicle
346655,Male,84,1,12,0,Yes,1462,12,0,1,NA,25,Recent vehicle
346663,Female,18,1,28,1,No,693,160,1,1,1,15,New vehicle
346670,Female,52,1,25,0,Yes,1690,124,0,0,NA,36,Recent vehicle
346671,Male,29,1,37,1,Yes,1042,154,0,1,NA,14,Recent vehicle
346675,Female,41,1,24,1,No,88,154,1,0,1,25,Recent vehicle
346681,Male,23,1,20,1,No,88,152,0,1,NA,37,New vehicle
346682,Female,40,1,25,0,No,1441,124,0,1,NA,31,Recent vehicle
346690,Male,44,1,45,1,Yes,88,26,0,0,NA,5,Recent vehicle
346712,Male,27,1,32,1,No,611,152,0,1,NA,9,New vehicle
346713,Male,30,1,17,0,Yes,88,152,0,0,NA,36,New vehicle
346724,Female,47,1,25,0,Yes,1508,26,1,0,1,38,Recent vehicle
346727,Male,58,1,25,0,Yes,1512,124,0,0,NA,41,Recent vehicle
346732,Female,45,1,25,1,No,1034,122,1,1,1,21,Recent vehicle
346733,Male,29,1,24,1,No,1034,152,0,0,NA,13,New vehicle
346734,Male,23,1,42,1,No,1258,152,0,1,NA,13,New vehicle
346758,Female,27,1,12,1,No,1185,152,0,1,NA,4,New vehicle
346784,Male,20,1,38,0,Yes,932,152,0,0,NA,39,New vehicle
346789,Female,84,1,5,0,Yes,88,15,0,0,NA,30,Recent vehicle
346790,Male,21,1,45,1,No,1666,152,0,1,NA,44,New vehicle
346793,Female,28,1,45,1,No,951,152,0,0,NA,18,New vehicle
346798,Male,32,1,21,0,Yes,899,26,0,0,NA,12,Recent vehicle
346799,Male,39,1,25,0,Yes,686,26,0,0,NA,39,Recent vehicle
346803,Female,45,1,25,0,Yes,1044,26,0,1,NA,37,Recent vehicle
346815,Male,40,1,47,0,Yes,1255,26,1,1,1,12,Recent vehicle
346817,Female,27,1,32,0,Yes,962,152,1,1,1,32,New vehicle
346823,Female,20,1,23,1,No,918,152,0,0,NA,11,New vehicle
346831,Male,29,1,45,1,No,1334,154,0,1,NA,34,Recent vehicle
346859,Female,60,1,25,1,No,1471,26,0,1,NA,25,Recent vehicle
346861,Male,42,1,42,0,Yes,1010,156,0,1,NA,4,Recent vehicle
346887,Male,20,1,49,0,Yes,88,160,0,1,NA,20,New vehicle
346897,Male,82,1,25,1,No,2303,3,0,1,NA,27,Recent vehicle
346904,Male,38,1,25,0,Yes,802,124,0,0,NA,10,Recent vehicle
346917,Male,42,1,36,0,Yes,88,124,0,1,NA,9,Recent vehicle
346936,Male,26,1,6,0,No,1668,152,0,0,NA,12,New vehicle
346937,Male,32,1,51,0,Yes,1132,156,0,0,NA,43,Recent vehicle
346941,Male,37,1,35,1,No,1093,124,0,0,NA,21,Recent vehicle
346956,Female,36,1,15,0,Yes,986,124,0,0,NA,34,Recent vehicle
346960,Female,20,1,12,0,Yes,88,156,0,1,NA,21,New vehicle
346967,Female,21,1,45,1,No,1202,152,1,0,1,40,New vehicle
346976,Male,19,1,16,0,Yes,88,156,0,0,NA,11,Recent vehicle
346993,Female,51,1,25,0,Yes,1727,122,0,0,NA,8,Recent vehicle
346998,Female,43,1,21,1,No,1022,152,0,1,NA,27,Recent vehicle
346999,Male,44,1,25,1,No,1186,25,1,0,1,41,Recent vehicle
347004,Male,32,1,25,1,No,1701,152,0,1,NA,40,New vehicle
347023,Male,21,1,42,1,No,1413,152,0,0,NA,20,New vehicle
347032,Female,45,1,25,0,Yes,1306,124,0,1,NA,36,Recent vehicle
347036,Male,26,1,38,0,No,1411,152,0,1,NA,43,New vehicle
347038,Female,27,1,25,1,No,1638,26,0,0,NA,31,Recent vehicle
347054,Male,56,1,19,1,No,852,26,1,0,1,15,Recent vehicle
347057,Female,27,1,40,1,No,953,152,0,0,NA,42,New vehicle
347065,Male,41,1,16,0,Yes,1105,128,0,0,NA,21,Recent vehicle
347077,Female,63,1,7,0,Yes,1555,11,0,1,NA,2,Recent vehicle
347096,Male,67,1,24,0,Yes,1312,124,0,1,NA,38,Recent vehicle
347106,Female,27,1,24,1,No,1163,151,1,1,1,4,New vehicle
347109,Female,30,1,42,1,No,1001,152,1,0,0,18,New vehicle
347133,Male,41,1,8,0,Yes,954,154,0,0,NA,19,Recent vehicle
347136,Male,45,1,27,0,Yes,1254,26,0,0,NA,33,Recent vehicle
347144,Male,57,1,40,0,Yes,659,26,0,1,NA,5,Recent vehicle
347157,Female,23,1,25,0,Yes,2324,163,0,1,NA,20,New vehicle
347177,Male,28,1,45,1,No,1215,152,1,0,1,8,New vehicle
347189,Male,53,1,5,0,Yes,88,26,0,1,NA,35,Recent vehicle
347200,Male,59,1,24,1,No,1264,26,0,1,NA,33,Recent vehicle
347202,Female,19,1,48,0,Yes,1221,152,0,0,NA,19,New vehicle
347204,Male,19,1,25,1,Yes,88,163,0,0,NA,13,New vehicle
347228,Female,29,1,34,0,Yes,1547,152,1,1,0,24,New vehicle
347231,Male,47,1,36,0,Yes,1544,124,0,1,NA,12,Recent vehicle
347244,Male,76,1,5,0,Yes,88,15,0,0,NA,26,Recent vehicle
347251,Female,27,1,45,1,No,88,152,0,0,NA,37,New vehicle
347253,Female,28,1,17,1,No,1330,152,0,1,NA,36,New vehicle
347267,Male,42,1,42,0,Yes,88,156,0,0,NA,23,Recent vehicle
347269,Male,31,1,17,0,Yes,88,152,0,1,NA,9,Recent vehicle
347270,Male,28,1,12,1,No,888,152,0,0,NA,24,New vehicle
347280,Female,18,1,50,0,Yes,981,160,0,0,NA,34,New vehicle
347288,Female,23,1,23,1,No,843,152,0,1,NA,36,New vehicle
347290,Female,23,1,45,1,No,1808,152,0,1,NA,35,New vehicle
347291,Female,67,1,25,0,Yes,3163,122,0,1,NA,9,Recent vehicle
347294,Female,25,1,7,0,No,88,152,0,0,NA,29,New vehicle
347300,Female,27,1,26,0,Yes,88,124,0,1,NA,28,Recent vehicle
347303,Female,41,1,39,0,Yes,1219,124,1,1,1,28,Recent vehicle
347308,Female,44,1,12,1,Yes,88,156,0,0,NA,30,Recent vehicle
347311,Female,35,1,46,1,No,88,1,1,0,1,37,New vehicle
347315,Female,41,1,24,0,Yes,88,157,0,1,NA,43,Recent vehicle
347329,Male,24,1,20,1,No,1195,152,0,1,NA,16,New vehicle
347348,Male,52,1,25,0,Yes,88,24,0,0,NA,10,Recent vehicle
347349,Male,73,1,5,0,Yes,88,154,0,0,NA,24,Recent vehicle
347380,Male,66,1,45,0,Yes,1102,25,0,1,NA,37,Recent vehicle
347382,Female,27,1,49,1,No,88,152,0,1,NA,28,New vehicle
347396,Female,32,1,22,0,Yes,88,152,0,0,NA,31,New vehicle
347401,Female,22,1,12,0,Yes,1224,152,1,1,1,16,New vehicle
347402,Female,54,1,25,0,Yes,1184,124,1,1,1,15,Recent vehicle
